curve_id,rank,conductor,torsion_order,regulator,period,ls_deriv,sha_estimate
E_8845,2,203565,6,2.7241,2.2436,1.910172,0.0437011
E_8846,2,770051,2,3.9222,1.249,0.050967,0.00405753
E_8847,4,789622,1,19.3026,8.9394,0.711591,0.32955128
E_8848,2,285964,6,4.8018,6.4325,1.339606,0.0498483
E_8849,3,649883,4,30.2353,2.5111,1.060182,0.00550314
E_8850,2,288279,6,32.7155,3.9291,1.886614,0.0062939
E_8851,2,346661,1,19.3,9.7354,0.043769,0.02207817
E_8852,2,264512,4,37.401,8.6356,0.881101,0.01271496
E_8853,2,370774,1,25.0121,0.2543,1.34092,0.01363324
E_8854,3,524466,6,22.0812,9.8,0.442992,0.00546131
E_8855,2,360300,4,20.9424,3.7484,1.454484,0.01627078
E_8856,2,339644,1,22.1242,6.9846,0.171645,0.05418825
E_8857,2,174191,6,48.4265,7.1555,0.907567,0.00372506
E_8858,2,200591,1,34.3889,9.1257,1.355708,0.35976098
E_8859,2,688041,2,16.4453,8.8621,0.540847,0.07286337
E_8860,3,603477,6,36.9591,2.8891,0.156954,0.00034081
E_8861,3,684808,4,17.1831,6.471,1.914473,0.04506083
E_8862,2,366152,4,7.16,3.9977,1.828508,0.06380784
E_8863,2,537680,2,24.2927,5.3029,1.853476,0.10114971
E_8864,2,469552,1,37.8002,5.5913,1.95722,0.28950652
E_8865,2,362640,1,19.5053,4.0238,0.377549,0.07788558
E_8866,2,461911,4,43.5895,4.6926,0.323974,0.00217983
E_8867,2,385356,1,19.9607,2.1626,0.078087,0.00846017
E_8868,2,575629,6,18.1421,6.1157,1.784727,0.01671198
E_8869,2,220118,6,49.914,7.6137,1.507998,0.00638957
E_8870,2,372028,4,24.6411,4.3544,1.270192,0.01402871
E_8871,2,216481,6,40.4558,9.779,1.856076,0.01246255
E_8872,2,168259,4,40.4444,0.6665,1.154402,0.00118899
E_8873,2,149810,1,46.3921,5.9327,0.268164,0.03429326
E_8874,3,229926,1,5.1599,5.8776,0.36196,0.41230568
E_8875,2,629049,1,14.2898,0.4593,0.273046,0.00877619
E_8876,2,116375,2,38.6197,2.3232,0.622239,0.00935783
E_8877,2,338117,4,28.5675,9.0649,0.765199,0.01517558
E_8878,3,261637,6,28.4211,5.4907,1.59571,0.00856324
E_8879,2,202654,1,9.1445,4.4202,0.390595,0.18880289
E_8880,2,782433,2,14.7765,4.2134,1.453477,0.10361182
E_8881,2,300798,6,26.5454,8.8928,0.987545,0.00918975
E_8882,3,232955,6,14.5819,3.7336,1.999323,0.01421982
E_8883,4,174489,6,11.3039,8.6058,1.555399,0.03289291
E_8884,2,632669,1,5.3,3.161,1.938216,1.15598128
E_8885,3,244867,6,8.6306,5.3619,0.691279,0.01192967
E_8886,3,162999,4,38.6745,1.5238,0.25487,0.00062763
E_8887,3,412051,2,36.2202,8.2678,1.016733,0.05802111
E_8888,2,793852,6,3.2459,7.3862,0.257237,0.01625986
E_8889,2,519627,6,10.9609,5.3479,0.989979,0.01341716
E_8890,2,251606,4,28.4623,0.3564,0.547183,0.00042823
E_8891,3,522397,6,16.8088,4.8644,0.987184,0.00793575
E_8892,2,465213,1,41.3392,2.3294,1.899776,0.10704944
E_8893,2,644284,1,39.4645,4.1924,0.585178,0.06216474
E_8894,2,205682,1,44.6874,8.5786,1.986934,0.38142993
E_8895,3,445753,6,28.5836,7.7191,0.466366,0.00349844
E_8896,3,609220,2,18.2517,2.4953,0.424136,0.01449655
E_8897,2,784765,2,30.6972,9.851,1.094129,0.08777889
E_8898,3,463634,6,5.3677,9.0418,1.685669,0.07887447
E_8899,2,171325,2,1.4697,5.3339,1.501512,1.36233838
E_8900,3,653218,2,1.8376,5.3485,1.449839,1.05497169
E_8901,2,476570,6,20.9696,9.0225,0.57244,0.0068417
E_8902,2,117529,1,12.1758,6.3978,0.054808,0.02879898
E_8903,3,677834,6,8.7095,5.4132,0.331879,0.00572978
E_8904,2,370086,1,31.151,7.5166,0.705452,0.17022248
E_8905,3,511512,1,49.7597,2.4275,1.943651,0.09481996
E_8906,2,722068,2,9.7099,8.7959,1.840357,0.41678071
E_8907,2,362440,2,27.7746,5.361,0.409283,0.01974975
E_8908,2,167945,1,6.8666,6.0746,1.453989,1.28628456
E_8909,2,159980,1,46.7776,0.9904,1.162244,0.02460764
E_8910,2,265301,2,15.296,3.1641,0.109187,0.00564655
E_8911,2,720670,4,44.0387,4.3247,0.749694,0.00460135
E_8912,2,153444,1,14.8707,4.1977,0.977287,0.2758685
E_8913,2,397180,1,40.4966,7.805,1.338473,0.25796689
E_8914,4,608898,1,11.2597,2.895,0.596861,0.15345991
E_8915,4,360186,2,15.3467,1.9029,1.868299,0.05791451
E_8916,2,782527,6,10.4313,5.8679,0.909239,0.01420757
E_8917,3,718815,1,13.9487,6.1886,0.504574,0.22386363
E_8918,2,183337,1,41.9084,1.3037,0.639692,0.01989974
E_8919,2,413612,1,32.3126,0.1244,1.506252,0.00579891
E_8920,3,172894,6,20.8881,9.1847,1.284168,0.01568503
E_8921,3,546300,6,48.6045,0.8884,1.486934,0.00075496
E_8922,2,687426,1,23.7782,8.9889,0.59176,0.22370371
E_8923,3,384732,1,48.5182,4.0522,0.660429,0.05515848
E_8924,2,510887,4,10.6328,6.5653,0.799471,0.03085245
E_8925,4,183038,6,45.3273,1.9376,0.3853,0.00045751
E_8926,2,524861,4,1.6773,8.2568,1.385179,0.42617398
E_8927,2,762997,1,27.7199,1.8839,0.665406,0.04522233
E_8928,2,469355,1,21.7296,3.9264,0.65921,0.11911504
E_8929,2,717985,1,26.7293,2.4565,0.546036,0.05018229
E_8930,2,275793,1,28.1188,8.3913,0.911127,0.27190136
E_8931,3,550472,2,20.0625,8.5975,1.546232,0.16565395
E_8932,2,300015,2,49.9117,3.7831,1.672861,0.03169898
E_8933,2,224338,2,48.8489,3.143,1.610971,0.02591298
E_8934,2,127843,4,48.1255,7.7583,1.246175,0.01255597
E_8935,2,764406,6,48.9752,8.7973,0.568051,0.00283438
E_8936,2,465208,1,39.8576,6.2778,1.472362,0.23190544
E_8937,2,327997,6,49.4409,9.2813,0.08833,0.0004606
E_8938,2,226417,2,44.7257,3.8921,1.598323,0.03477214
E_8939,2,216585,1,21.3807,1.6037,1.562653,0.11720976
E_8940,2,654634,1,39.4541,1.8785,1.343302,0.06395768
E_8941,3,319356,4,45.6913,6.7313,0.204872,0.00188638
E_8942,3,485296,6,35.9177,4.1345,1.994709,0.0063781
E_8943,2,726679,4,21.7163,1.6475,1.515254,0.00718464
E_8944,2,584600,2,4.2237,2.993,1.472266,0.26081943
E_8945,2,546742,6,40.6751,5.353,0.137376,0.0005022
E_8946,2,243635,2,47.6844,1.3023,0.803423,0.00548553
E_8947,2,277132,4,18.7607,0.1341,0.181484,8.108e-05
E_8948,2,360609,4,8.4434,9.1813,0.728464,0.04950795
E_8949,2,746231,1,16.9987,3.1181,1.145266,0.21007806
E_8950,2,789050,6,29.5485,2.2928,1.758956,0.00379126
E_8951,2,473377,6,16.5295,7.015,0.573046,0.00675546
E_8952,3,325784,1,30.9203,8.5487,1.250595,0.34575866
E_8953,4,114925,6,48.3758,6.3596,0.337657,0.00123303
E_8954,2,183184,2,33.866,2.6194,0.714388,0.01381377
E_8955,2,700803,2,18.7703,8.6302,1.895003,0.2178209
E_8956,3,299330,4,46.8519,5.1532,1.497805,0.01029639
E_8957,3,760715,2,28.7161,3.8738,1.096153,0.03696774
E_8958,2,408213,6,7.2902,6.0868,0.510877,0.0118485
E_8959,2,200854,1,25.4501,7.0361,0.765613,0.21166634
E_8960,2,394849,4,33.0282,5.9789,0.32182,0.00364107
E_8961,2,274981,1,42.0745,9.2104,0.7134,0.15616821
E_8962,2,319678,4,46.8874,6.3174,0.309759,0.00260847
E_8963,2,228501,4,16.5534,8.7979,1.592661,0.05290481
E_8964,2,216361,1,8.6201,5.9109,0.170711,0.11705846
E_8965,2,284811,2,4.6176,3.3638,0.386917,0.07046471
E_8966,3,307892,2,37.1794,5.3697,1.385422,0.050023
E_8967,2,711561,2,39.9628,0.9547,1.806008,0.01078626
E_8968,2,385385,2,21.0593,2.3787,1.929537,0.05448649
E_8969,2,520630,1,20.4003,7.6857,1.673686,0.63055193
E_8970,2,150818,6,47.7576,6.6486,0.430829,0.00166606
E_8971,4,251967,4,45.9174,1.7485,0.578565,0.00137696
E_8972,2,454451,1,12.43,4.4364,1.742797,0.6220229
E_8973,2,293481,2,39.2596,1.5057,1.779773,0.01706464
E_8974,3,548540,2,31.5123,8.5726,1.2849,0.08738599
E_8975,2,429064,1,8.5569,1.1808,0.634146,0.08750828
E_8976,3,546771,4,18.4818,6.5769,0.455873,0.01013913
E_8977,2,218642,1,9.6962,6.1093,1.706043,1.0749292
E_8978,2,427597,1,15.4626,4.7805,0.418457,0.1293724
E_8979,2,295428,6,31.1498,2.8545,1.326991,0.00337785
E_8980,2,501468,1,19.388,4.0992,1.936227,0.40937599
E_8981,3,195687,6,20.3089,8.0833,1.41353,0.01562805
E_8982,3,598758,4,27.4427,7.6394,0.522764,0.00909532
E_8983,2,761386,1,5.274,7.4142,0.572187,0.80438166
E_8984,2,390667,1,37.2011,7.5233,0.194861,0.03940738
E_8985,3,614513,2,20.6838,1.5245,1.375613,0.0253474
E_8986,3,241554,1,24.5395,1.0811,1.041687,0.04589204
E_8987,2,212105,2,48.7407,8.6288,0.420879,0.01862756
E_8988,2,738172,2,17.874,8.388,0.46306,0.05432678
E_8989,2,731256,2,32.7627,6.8451,0.027959,0.00146037
E_8990,3,493709,4,20.2327,6.0985,1.957055,0.03686823
E_8991,2,549410,6,44.8199,3.732,1.657756,0.00383432
E_8992,2,706289,2,42.4911,2.3184,0.794398,0.01083599
E_8993,3,139767,1,12.8396,6.7098,1.892719,0.98910916
E_8994,2,653838,1,34.8955,9.139,1.357469,0.35551602
E_8995,2,624261,2,4.1934,4.4263,1.50541,0.39725499
E_8996,2,244905,2,48.1961,3.1018,1.363111,0.02193174
E_8997,2,234042,1,18.1005,2.7803,1.516129,0.23288271
E_8998,2,722603,2,41.7603,0.3347,0.350168,0.00070163
E_8999,2,195494,6,16.6031,5.2511,1.129172,0.00992016
E_9000,2,751712,6,32.0058,9.8835,1.700259,0.0145846
E_9001,2,182681,4,49.1959,8.1709,0.04889,0.00050751
E_9002,3,352411,2,43.9607,8.985,0.255651,0.01306294
E_9003,3,653188,4,8.8579,6.2495,0.498823,0.02199586
E_9004,2,114126,4,27.8269,4.8663,0.596506,0.00651972
E_9005,2,735486,4,18.0781,9.9055,0.373581,0.01279347
E_9006,2,441447,2,22.2826,4.5269,1.252417,0.0636098
E_9007,2,316651,4,17.424,9.1766,0.595098,0.01958856
E_9008,2,429205,6,17.462,7.6423,0.324619,0.0039464
E_9009,2,592280,4,27.5851,3.3767,1.812594,0.01386751
E_9010,2,116978,6,10.4062,5.0803,1.393119,0.01889222
E_9011,2,680632,6,27.3324,3.9049,0.499657,0.0019829
E_9012,2,408792,2,14.6693,1.4486,0.728298,0.01797994
E_9013,2,363199,4,15.1602,3.632,1.484163,0.02222299
E_9014,2,175582,2,37.1987,8.9008,1.583911,0.09474844
E_9015,2,332459,6,2.4501,7.5511,0.361108,0.03091441
E_9016,2,705502,1,19.6663,2.8481,1.873786,0.27136421
E_9017,3,538092,4,20.9692,3.7423,1.572691,0.01754204
E_9018,3,611579,2,24.7704,6.2027,1.715061,0.10736614
E_9019,2,663013,1,33.7815,4.2198,0.296279,0.03700955
E_9020,2,498471,4,19.1147,5.0801,0.295301,0.00490512
E_9021,2,568163,4,11.4437,7.0119,0.617684,0.0236546
E_9022,2,677621,2,44.3588,4.7258,0.138646,0.00369269
E_9023,2,404603,1,49.0709,1.9906,0.191224,0.00775715
E_9024,3,398307,2,1.9807,5.2537,0.294982,0.19560596
E_9025,2,265043,4,27.7769,3.6256,1.427735,0.01164726
E_9026,3,589987,4,17.7434,2.9783,0.070158,0.00073602
E_9027,2,446874,6,14.5725,3.3483,0.175657,0.00112112
E_9028,2,381620,4,17.4496,4.4461,1.888925,0.03008074
E_9029,3,430724,4,32.305,8.8775,0.176477,0.00303102
E_9030,2,351831,1,10.3451,7.3672,1.07955,0.76879496
E_9031,2,448737,1,45.7302,6.712,1.288721,0.18915061
E_9032,2,306598,6,23.8396,4.7655,1.917601,0.01064793
E_9033,2,597712,6,16.9533,0.1181,1.800607,0.00034843
E_9034,4,739120,6,38.511,3.4715,0.886959,0.00222092
E_9035,2,500723,2,1.801,8.1506,1.884906,2.13258118
E_9036,4,563609,2,22.1608,3.9429,0.870209,0.03870739
E_9037,4,767478,6,18.4099,5.6818,1.343138,0.0115147
E_9038,3,281601,2,17.5723,2.1269,0.52662,0.01593514
E_9039,2,168682,4,17.5165,9.167,1.276923,0.04176617
E_9040,2,323009,6,2.5323,9.2394,1.080996,0.10955954
E_9041,3,547392,6,8.4537,1.5461,1.217594,0.00618573
E_9042,2,346553,2,7.9524,7.2692,1.368476,0.31272716
E_9043,2,453857,1,49.4419,0.8449,0.355176,0.00606951
E_9044,2,466204,6,2.0861,6.0256,0.609513,0.04890414
E_9045,2,759774,2,9.1866,1.8687,1.47512,0.0750157
E_9046,2,183030,2,48.7346,1.5425,0.33601,0.00265877
E_9047,2,220360,1,31.7846,0.1408,0.695038,0.00307889
E_9048,2,759297,6,23.0827,9.4145,1.336293,0.01513944
E_9049,3,794025,1,4.8593,8.3096,1.875925,3.2079078
E_9050,2,567726,4,33.8134,0.867,0.159847,0.00025616
E_9051,3,605897,1,7.7523,6.0338,1.037956,0.80786591
E_9052,2,214360,1,33.8881,2.4057,0.172992,0.01228062
E_9053,3,363894,2,48.9796,2.7138,0.764473,0.01058924
E_9054,2,689306,1,27.0667,8.7543,0.359019,0.11611907
E_9055,3,497243,4,11.4901,1.2318,1.302382,0.00872639
E_9056,2,236817,2,31.6389,6.0548,1.518087,0.07262984
E_9057,3,292803,4,26.1336,4.0724,0.502213,0.00489124
E_9058,2,711272,1,27.1239,1.9889,1.428645,0.1047575
E_9059,3,455887,4,24.4272,4.574,0.89917,0.01052311
E_9060,4,112150,4,34.0133,9.4108,0.574324,0.0099315
E_9061,2,250853,1,29.0253,7.8379,1.051569,0.28396236
E_9062,2,288489,1,49.3628,1.4079,0.765504,0.02183331
E_9063,3,642613,2,41.4673,8.5094,0.467693,0.02399353
E_9064,2,299756,2,13.9702,9.3807,1.516121,0.25451096
E_9065,3,607763,6,36.5621,2.8419,1.597073,0.00344826
E_9066,2,117669,2,11.5007,3.4009,1.602621,0.11847874
E_9067,2,434154,1,39.335,1.3505,0.770464,0.02645256
E_9068,4,606199,4,8.2303,3.5149,0.347362,0.00927171
E_9069,2,307836,4,24.2041,6.7641,1.682418,0.02938563
E_9070,3,592290,2,39.7397,2.7943,0.665235,0.01169401
E_9071,2,232915,2,14.7255,0.1676,1.498653,0.00426427
E_9072,2,296681,1,42.0188,3.4516,1.636727,0.1344476
E_9073,2,675100,4,32.5634,4.5864,1.538623,0.01354423
E_9074,2,448413,6,20.4786,5.7069,0.785714,0.00608222
E_9075,2,271840,6,21.7474,6.8699,1.876653,0.01646738
E_9076,2,125395,2,46.3736,0.7117,1.323723,0.00507883
E_9077,2,382346,6,11.6718,4.7505,1.155735,0.01306644
E_9078,2,329707,1,34.9748,2.737,1.398839,0.10946803
E_9079,3,324839,6,35.6574,9.4849,0.099007,0.00073155
E_9080,2,319882,2,46.2,3.663,0.787125,0.01560194
E_9081,2,727523,1,35.945,1.0912,1.763622,0.05353914
E_9082,2,669798,4,29.6389,0.5108,0.330549,0.00035604
E_9083,2,712233,1,45.2236,2.7275,0.834657,0.05033936
E_9084,3,342802,2,41.6275,1.8709,0.816444,0.00917353
E_9085,2,627169,2,36.122,6.533,0.718523,0.03248789
E_9086,2,736148,6,2.5963,8.485,1.129079,0.10249881
E_9087,2,558253,6,19.3025,3.1943,1.992434,0.00915891
E_9088,2,266415,4,31.9626,5.8201,0.519139,0.00590816
E_9089,3,555605,4,26.5903,7.33,1.412865,0.02434229
E_9090,2,571466,2,16.6466,4.045,1.51841,0.09224058
E_9091,3,239728,2,8.0768,0.7566,1.173152,0.02747396
E_9092,2,367885,2,28.0968,2.3689,0.203977,0.00429943
E_9093,2,247733,4,15.01,8.8424,1.149023,0.04230563
E_9094,3,394977,2,12.417,8.2624,1.907394,0.31729992
E_9095,2,726854,4,20.549,0.9567,0.6907,0.00200981
E_9096,2,171240,2,39.4891,2.3171,1.282979,0.01882032
E_9097,2,731186,1,24.9048,7.7147,1.919201,0.59450628
E_9098,2,439855,1,11.6081,4.9104,1.598001,0.67597833
E_9099,2,309304,2,6.7283,7.6237,1.379732,0.39083657
E_9100,2,455734,1,25.4504,2.1898,1.942586,0.16714373
E_9101,2,180522,4,39.924,9.5317,0.34946,0.00521451
E_9102,2,473798,6,32.9881,7.8577,1.54777,0.01024099
E_9103,2,769800,1,12.3753,2.0548,0.819603,0.13608723
E_9104,2,219107,6,22.3986,5.6286,0.727259,0.00507652
E_9105,2,501176,1,42.9063,1.2197,1.046138,0.02973863
E_9106,2,122462,4,9.7051,3.6782,0.077165,0.00182783
E_9107,4,520474,1,27.0719,6.6303,0.631934,0.15476978
E_9108,2,192889,1,18.4553,3.3683,0.340769,0.06219418
E_9109,3,188952,2,7.0848,6.6019,0.285995,0.06662539
E_9110,2,515331,6,3.4453,2.5233,0.681308,0.01386063
E_9111,2,321576,6,28.2377,7.2399,1.606506,0.0114415
E_9112,2,598149,4,2.0167,3.6599,0.410211,0.04652809
E_9113,2,402788,4,6.0689,7.9258,1.067517,0.08713406
E_9114,2,424787,6,18.0306,1.4532,1.499826,0.00335779
E_9115,2,375455,2,3.1325,3.6836,0.489533,0.14391411
E_9116,2,354084,2,20.6218,4.6929,1.849165,0.10520355
E_9117,3,229466,6,7.3879,4.2961,1.734331,0.0280145
E_9118,2,130531,1,18.1438,4.3876,0.509845,0.12329258
E_9119,2,114588,6,39.7668,4.5036,1.97938,0.00622681
E_9120,3,243452,1,31.6919,9.8892,1.34165,0.41865099
E_9121,2,798005,6,22.8247,2.0123,0.579339,0.00141879
E_9122,2,511034,1,5.4998,7.7098,1.365265,1.91387325
E_9123,2,261929,2,31.3383,5.5627,1.335834,0.05927925
E_9124,3,645999,6,9.0218,4.1949,1.216325,0.01570998
E_9125,3,760457,4,4.7527,6.3719,1.426275,0.11951209
E_9126,2,783753,1,33.5358,8.55,0.543948,0.13868032
E_9127,2,446418,2,45.6909,4.7197,1.958181,0.0505682
E_9128,3,419753,4,23.5691,8.6615,1.717213,0.03944158
E_9129,2,784677,2,3.0088,1.0286,1.494025,0.12768829
E_9130,2,597981,1,44.1346,6.5655,0.062347,0.00927479
E_9131,2,158480,6,4.2817,3.3985,1.184867,0.02612391
E_9132,2,155486,2,43.5081,3.9285,1.415903,0.03196172
E_9133,2,155162,6,20.1991,5.7531,1.709659,0.01352623
E_9134,2,129882,6,18.9043,4.8512,1.892853,0.01349283
E_9135,2,678366,2,27.5971,3.8796,1.832548,0.06440489
E_9136,2,338680,2,47.8972,3.1524,0.818029,0.01345984
E_9137,3,733018,2,45.0383,6.2213,1.794037,0.06195417
E_9138,2,274898,6,24.0462,5.1052,0.01149,6.776e-05
E_9139,2,450129,4,35.0953,3.3008,0.709436,0.00417026
E_9140,2,406172,1,29.441,2.1291,0.236623,0.01711199
E_9141,2,612871,4,34.9796,7.7672,1.767305,0.02452682
E_9142,2,723226,6,41.637,8.0172,1.856684,0.00993068
E_9143,2,742607,2,2.6902,2.2165,0.519457,0.10699729
E_9144,3,656831,2,16.9622,2.6903,0.740948,0.02937963
E_9145,3,748567,1,48.0071,2.4675,1.967916,0.10114822
E_9146,2,129362,1,47.5175,8.8572,1.136466,0.21183578
E_9147,2,520531,4,1.5498,7.7639,0.999141,0.31283193
E_9148,2,258818,4,10.8706,0.8383,1.005866,0.00484804
E_9149,3,503273,1,49.6947,8.3434,1.395414,0.23428046
E_9150,3,342721,6,25.1484,0.4648,1.909541,0.00098035
E_9151,2,789517,4,29.0704,2.6067,0.739579,0.00414481
E_9152,2,473519,2,9.1546,9.198,0.353589,0.08881632
E_9153,3,242394,2,44.8224,8.6569,0.378176,0.01826002
E_9154,2,694100,6,12.332,7.8362,0.050514,0.00089162
E_9155,2,571058,1,10.2927,4.6297,1.115267,0.50165181
E_9156,2,328208,4,12.178,3.282,1.858943,0.03131185
E_9157,2,491342,2,46.0615,8.8273,1.429023,0.06846507
E_9158,3,752902,1,35.4395,6.605,1.985999,0.3701385
E_9159,4,196950,4,38.6612,3.0255,1.81996,0.00890151
E_9160,2,274942,6,19.4748,4.6856,0.988797,0.00660841
E_9161,2,164829,2,45.5497,8.8269,0.978233,0.047392
E_9162,2,634876,6,39.681,9.0442,1.260431,0.00798002
E_9163,2,596195,6,37.7793,6.6271,0.230762,0.00112443
E_9164,2,402865,6,48.5761,7.3523,1.219292,0.00512632
E_9165,2,792505,4,18.9436,0.489,0.933507,0.00150607
E_9166,2,372743,6,30.9377,6.0855,1.289053,0.00704331
E_9167,2,434738,4,45.5866,6.921,1.134768,0.0107676
E_9168,2,575958,4,39.7536,0.3017,0.627688,0.00029773
E_9169,2,758299,6,28.6056,8.4542,1.219446,0.01001109
E_9170,2,352856,6,4.7345,9.29,0.738369,0.04024506
E_9171,2,384293,1,32.9834,2.4556,0.397296,0.02957852
E_9172,4,241280,2,26.8012,8.4734,1.353391,0.10697117
E_9173,2,297170,1,10.0248,6.6886,0.619631,0.41342111
E_9174,2,471178,2,44.2304,5.8489,1.779159,0.05881771
E_9175,3,280564,2,17.8192,8.4469,0.406672,0.04819405
E_9176,4,120951,1,19.9865,2.9275,1.204287,0.17639658
E_9177,2,279992,1,33.9477,7.9295,1.147382,0.26800536
E_9178,3,671054,2,24.9511,3.2138,0.403506,0.01299329
E_9179,2,259423,2,5.3748,7.8958,0.885375,0.32516298
E_9180,2,577432,2,19.9846,4.5654,1.354322,0.07734733
E_9181,2,542602,4,5.6288,1.2578,0.643869,0.00899235
E_9182,2,711410,2,10.3468,3.877,0.236523,0.0221566
E_9183,2,568361,6,1.3515,2.4116,1.234329,0.06118115
E_9184,2,183211,6,9.8843,1.0953,0.456003,0.00140363
E_9185,2,521280,6,17.1919,1.1918,1.366135,0.0026307
E_9186,2,547095,1,27.3727,7.8227,1.68054,0.48027269
E_9187,2,226534,1,46.0446,8.8258,0.255477,0.04896967
E_9188,2,633008,1,27.476,9.2786,0.880842,0.29745889
E_9189,2,488348,2,35.5746,8.5541,0.895395,0.05382561
E_9190,3,536156,6,18.5262,8.3192,1.268746,0.01582586
E_9191,3,704281,2,37.8299,0.7815,0.675472,0.00348852
E_9192,3,409257,4,31.403,7.9222,0.842953,0.01329101
E_9193,2,531419,4,23.5299,7.8545,0.033863,0.00070649
E_9194,3,650193,1,10.4947,1.3998,0.253628,0.03382931
E_9195,2,304580,4,15.8735,6.6539,1.144026,0.02997226
E_9196,2,674673,6,31.4264,4.5798,0.439633,0.00177967
E_9197,2,130653,4,21.8768,9.0101,0.297708,0.00766331
E_9198,2,191865,1,44.5799,6.9845,0.655581,0.10271233
E_9199,2,577936,2,12.5072,9.5148,0.335436,0.06379538
E_9200,2,750101,4,4.5806,1.1387,0.128649,0.00199882
E_9201,3,245871,6,29.8781,0.502,0.574878,0.0002683
E_9202,2,348535,6,44.4165,9.7384,0.337073,0.00205289
E_9203,2,639340,6,18.8722,0.8939,1.600798,0.0021062
E_9204,4,237116,2,32.7379,3.9233,0.134687,0.00403521
E_9205,2,250943,6,12.3392,6.5347,1.497412,0.02202812
E_9206,2,320375,1,28.3651,8.8126,0.771765,0.23977551
E_9207,2,605935,1,39.5528,2.6203,1.353889,0.08969265
E_9208,2,645669,6,43.4845,0.3877,0.114852,2.844e-05
E_9209,2,772634,4,6.1508,5.2607,1.842201,0.09847567
E_9210,2,445252,6,18.4624,4.764,1.537078,0.01101735
E_9211,2,335020,1,32.3426,3.1382,0.288885,0.02803049
E_9212,2,149892,1,2.7014,8.7516,0.445381,1.44288012
E_9213,2,281593,1,34.8401,7.5183,1.291553,0.27870996
E_9214,2,445535,4,26.8737,8.5954,1.84391,0.03686026
E_9215,2,380064,4,15.1397,1.7019,0.897206,0.0063036
E_9216,3,356216,4,40.9181,6.9549,0.976409,0.01037259
E_9217,2,259359,1,15.2125,9.7535,0.483223,0.30981861
E_9218,2,225702,2,49.5793,6.1579,0.772192,0.02397715
E_9219,2,173527,6,41.0021,1.7965,0.579175,0.0007049
E_9220,2,246511,6,35.691,9.9582,0.707637,0.00548441
E_9221,2,783019,1,4.006,5.3304,0.050989,0.06784617
E_9222,2,387120,4,45.3112,8.4166,0.091711,0.00106471
E_9223,3,335311,2,39.7127,1.5787,1.364566,0.01356141
E_9224,3,469775,2,12.2222,6.6944,1.366772,0.18715367
E_9225,2,680985,4,20.2202,9.1349,0.667159,0.01883769
E_9226,3,694670,6,14.1629,5.367,1.77207,0.01865339
E_9227,2,280116,6,49.2364,2.9577,0.539563,0.00090034
E_9228,2,114633,2,42.8556,1.3615,0.797612,0.00633493
E_9229,2,179164,2,46.581,3.0299,1.465437,0.02383014
E_9230,2,553116,4,39.6499,3.6134,1.489701,0.00848502
E_9231,3,223425,6,23.3611,7.1286,1.72372,0.01461084
E_9232,2,489666,2,11.0663,1.8684,0.067827,0.00286293
E_9233,2,395182,6,11.1959,1.1504,0.37568,0.00107227
E_9234,3,280160,2,8.4325,3.9307,1.284738,0.14971597
E_9235,2,304249,4,27.7858,4.6407,0.683018,0.00712972
E_9236,2,305538,6,46.0784,6.321,0.096688,0.00036843
E_9237,2,565432,2,49.5981,7.1046,1.177069,0.04215184
E_9238,3,567002,2,15.0777,8.9038,0.792216,0.11695638
E_9239,3,400282,2,35.1684,2.9606,0.734549,0.01545923
E_9240,2,301466,2,30.2578,5.3332,0.536085,0.02362241
E_9241,2,572243,4,24.9579,3.7238,0.021936,0.00020456
E_9242,2,584046,6,33.6227,0.1141,0.372896,3.515e-05
E_9243,3,287223,6,19.1968,5.8364,0.953728,0.00805449
E_9244,2,735462,1,47.2798,8.1764,0.558716,0.09662235
E_9245,2,411416,6,35.567,0.4608,1.750033,0.00062981
E_9246,3,237980,1,37.9559,0.1346,0.294569,0.00104461
E_9247,2,504060,2,12.8787,7.3054,1.751927,0.2484437
E_9248,2,692735,4,9.2605,6.8702,0.815603,0.03781758
E_9249,2,439252,4,20.3227,4.1179,0.558922,0.00707825
E_9250,4,536282,2,38.567,6.6499,0.615541,0.0265336
E_9251,2,326301,1,47.001,9.5385,0.666841,0.13533037
E_9252,2,445173,2,21.9392,2.5538,1.018062,0.0296265
E_9253,2,401841,4,38.9337,2.5347,0.714226,0.00290614
E_9254,2,511249,4,24.05,1.9437,1.297941,0.00655615
E_9255,2,155063,6,15.4662,7.2675,0.856106,0.01117446
E_9256,2,643628,1,37.224,3.5966,1.346571,0.13010631
E_9257,4,687069,6,40.1119,9.8881,1.212809,0.00830481
E_9258,2,110638,4,10.9392,7.175,0.496463,0.02035182
E_9259,2,317986,4,15.9533,3.737,1.627419,0.02382605
E_9260,2,406468,6,25.2441,1.5769,1.599973,0.00277622
E_9261,2,450500,6,10.1396,5.961,1.978071,0.03230261
E_9262,3,321668,4,46.5129,3.0195,0.35835,0.00145395
E_9263,2,394786,6,29.9754,9.0645,1.697198,0.01425637
E_9264,2,615518,6,6.939,4.4699,1.745242,0.03122871
E_9265,2,649666,1,10.0175,2.9972,1.287907,0.38533715
E_9266,2,435830,4,47.7634,5.9267,1.017706,0.0078926
E_9267,2,405019,2,37.1703,1.456,1.914947,0.01875263
E_9268,2,218171,1,36.9858,5.6593,1.945657,0.29771038
E_9269,3,462205,2,4.5524,0.6555,1.286978,0.04632799
